STATE,County_Name,GEOID.State,GEOID.County,GEOID.Tract,LatLong,Life Expectancy,Self-Reported Physical Health,Self-Reported Mental Health,Alcohol Abuse,Current Diabetes,Current Adult Asthma,Stroke,COPD,CHD,Cancer,High Blood Pressure,Cholesterol Screening,Routine Doctor Visit,Colonoscopy,Mammogram,Older Men Preventive Screening,Older Women Preventive Screening,Dental Exams,Proximity to Nursing Homes,Medically Underserved Areas,Current Lack of Health Insurance,Proximity to hospitals,Below Poverty,Unemployed,Low Income,No High School Diploma,Religious Organizations,Civic and Social Organizations,Aged 65 or Older,Aged 17 or Younger,Civilian with a Disability,Single-Parent Households,Minority,Speaks English Less than Well,Redlining,Multi-Unit Structures,Mobile Homes,Crowding,No Vehicle,Group Quarters,Housing Foreclosure Risk,Percent of Housing Units Built Between 1940-1969 as of 2015-2019,Flooding risk to roads,Lane miles per capita,Road Quality and Maintenance,Public Transit Performance,Bridge Quality and Maintenance,Walkability,Bikability,Residential Energy Cost Burden,EV Charging Stations,Modified Retail Food Environment Index,Indoor Plumbing,Percent of Household with no internet access,Percent of household with smartphone but no other device.,Housing Affordability (renters),Housing Affordability (owners),Public Library Locations,HUD Public Housing,Total vehicle miles traveled per capita,Passenger vehicle miles traveled per capita,Truck vehicle miles traveled per capita,Heavy Duty Vehicle vehicle miles traveled per capita,Proximity to Ports,Rail Crossings,Traffic Proximity and Volume,National Transportation Noise Map,Risk-Screening Environmental Indicators (RSEI),Air Tox Respiratory,Air Tox Neurological,Air Tox Liver,Air Tox Developmental,Air Tox Reproductive,Air Tox Kidney,Air Tox Immunological,Air Tox Thyroid,Air Tox Total Cancer Risk,Lead Paint: % housing units built before 1960,Superfund Sites,Brownfields,Stream Toxicity Risk-Screening Environmental Indicators (RSEI),NPL sites,Hazardous Waste Management Facilities (TSDFs),Facilities with Enforcement or Violation,TSCA Facilities,Risk Management Plan Facilities,Chemical Manufacturers,Metal Recyclers,Annual average PM2.5 concentrations,NO2 concentration,Ozone concentration,Parks and Greenspace,Impermeable Surfaces,Forest Land Cover,Increased PM2.5 mortality - CVD (ages 65+),Increase in childhood asthma incidence,Expected Annual Loss - Agriculture Value,Expected Annual Loss - Building Value,Expected Annual Loss - Population Equivalence,Methane Emissions,Days with maximum temperature above 35C,Days with maximum temperature above 40C,Frost Days,Maximum of maximum temperatures,Mean temperature,Urban Heat Island Extreme Heat Days,Consecutive Dry Days,Wildfire - Annualized Frequency,Surface PM2.5,Snowfall,Standardized Precip Index,Total Precipitation,Riverine Flooding - Annualized Frequency,Tornado - Annualized Frequency
MI,Wayne,26,26163,26163503500,"+42.4312541,-082.9922641",72,18.1,19.5,16.3,15.2,15.1,4.7,9.2,6.4,4.6,43.4,31.4,82.9,61.5,81.7,25,24.7,52.6,1.245958593,2,15.6,8.84,0.9203,0.9837,0.9209,0.7321,1.703578,0,0.1714,0.8805,0.7202,0.9854,0.9777,0,2,0.6234,0.4247,0.4495,0.9181,0,34.2,72.86,1.13,0,137.27,6.9,NA,49,46,10,0.120447277,8,0.761706409,42.6,12.9,110,35,0.261119955,NA,18.47,18.05,0.28,0.14,NA,0,1507.7512962569201,48.6752014,4660,0.3,0.04,0.02,0.07,0.08,0.02,0.04,0.003,30,91.9562650124404,NA,26.37661609,NA,0.105003124256052,1.9710245571158,8.100689355,0.791946073,1.42950908324987,1.465043538,2.546435504,8.138,4.353,40.02,2,63.4,0,-3.3e-4,-1.65e-4,0,20724.11841,39183.89481,793132811157,9.288022495,2.234494923,-35.99070911,3.671208708,3.74114298,18,-0.101141641,0,-2.586575806,-0.150807958,44.02311682,7.613886155,0,6.4228e-4
MI,Wayne,26,26163,26163503600,"+42.4249818,-082.9967805",70.9,17,17.8,16.5,14.7,14.1,4.5,8.5,6.4,4.8,42.2,31.9,82.9,62.8,81.4,28,27.6,57,1.533424184,2,14.1,9.21,0.7479,0.9673,0.678,0.6751,0,0,0.1759,0.5903,0.665,0.9358,0.9854,0.5153,2,0.4772,0.6584,0.4495,0.6641,0.6536,33.2,67.15,1.14,0,192.49,6.9,NA,46,42,7,NA,20,0.627752823,30.1,14.1,30,20,0.16391952,NA,11.82,11.53,0.17,0.12,NA,0,752.860084819799,50.9706688,2010,0.3,0.04,0.02,0.07,0.08,0.02,0.04,0.003,30,87.3792196994869,NA,26.46975732,NA,0.095291436224676,2.02364257091409,7.64603579,0.804029368,1.53734861088839,2.640574157,3.253166097,8.067,4.443,39.99,0,64.4,0,-2.9e-4,-1.42e-4,0,9101.163349,19174.44348,752412442519,9.654774571,2.343656621,-36.02114022,3.659104409,3.742680317,18,-0.06964554,0,-2.54239766,-0.149712608,43.36421788,7.639386563,0,5.33619e-4
MI,Wayne,26,26163,26163503900,"+42.4134536,-082.9873463",NA,20,19.1,15,18.2,15.3,5.8,10.3,7.8,5.4,45.9,33.2,84.4,63,82.2,24.5,24,52.5,2.152424292,1,14.9,8.18,0.7814,0.9447,0.9138,0.598,1.642036,0,0.5877,0.2862,0.9726,0.8983,0.9716,0,2,0.3915,0.436,0.513,0.941,0.5022,33.6,58.39,1.24,0,104.28,6.9,NA,40,56,10,NA,7,0.172206002,20.7,6.4,75,15,0.031030476,NA,25.69,25.14,0.45,0.1,NA,0,984.810232854005,50.6977005,1070,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.003,30,90.9121314222415,NA,27.52305412,NA,0.091939359017418,1.58069475835761,4.275079966,0.464608485,1.10357528118877,1.848513603,1.802999431,8.267,4.531,39.93,0,63.4,0,-3.1e-4,-1.66e-4,0,12880.11251,22239.00257,840383715712,8.862463951,2.107829809,-35.95539856,3.685253859,3.73935914,18,-0.137687949,0,-2.637837648,-0.152078941,44.7876662,7.584296912,0,5.60152e-4
MI,Wayne,26,26163,26163504000,"+42.4169793,-082.9776759",72,20.1,20.1,15.3,17.2,15.6,5.6,10.5,7.6,5.1,46.2,33.2,83.6,60.3,81.3,24.1,23.7,50.3,2.418076617,1,16.2,7.07,0.8825,0.9412,0.9606,0.7086,1.523229,0,0.3862,0.8303,0.6766,0.9759,0.9659,0.1777,2,0,0.5741,0.2179,0.9392,0.7313,33.7,80.94,1.23,0,187.9,6.9,NA,28,43,11,NA,20,0.244515642,29.4,13.4,75,20,0.120725154,NA,11.96,11.92,0.03,0.01,NA,0,191.682419759788,49.9220886,677,0.3,0.04,0.02,0.07,0.08,0.02,0.03,0.003,30,91.137167093167207,NA,28.38007402,NA,0.098742098851121,1.11345134982467,3.654396594,0.278748257,0.868347314844801,0.775386671,0.724159794,8.2,4.332,40.05,0,57.1,0,-3.1e-4,-1.35e-4,0,6699.389588,14593.556,840383715712,8.862463951,2.107829809,-35.95539856,3.685253859,3.73935914,18,-0.137687949,0,-2.637837648,-0.152078941,44.7876662,7.584296912,0,5.33619e-4
MI,Wayne,26,26163,26163504100,"+42.4153882,-082.9679696",67,21.2,20.8,14.8,18.1,16,5.9,11,7.7,5.1,48.2,34.3,83.7,58.7,82,24.2,22.4,48.9,3.170889828,1,16.5,6,0.9686,0.9858,0.9335,0.793,1.492537,0.7462687,0.2551,0.8345,0.9633,0.957,0.9967,0,1,0.5726,0,0.7362,0.9318,0,33.9,65.9,1.28,0,138.42,6.9,NA,42,44,11,0.011646888,13,0.420462195,40.4,20.2,85,25,0.367838861,NA,21.44,21.4,0.03,0.01,NA,0,320.732509620531,55.5987015,1240,0.3,0.04,0.02,0.07,0.08,0.02,0.03,0.003,30,87.0333028463685,NA,28.87677901,NA,0.103032209127055,0.972556141392477,2.674185753,0.135130051,0.38103786037376,0.504081238,0.258260146,8.233,4.342,40.03,1,60.6,0,-3.3e-4,-9.82e-5,0,8474.859794,17222.39381,840383715712,8.862463951,2.107829809,-35.95539856,3.685253859,3.73935914,18,-0.137687949,0,-2.637837648,-0.152078941,44.7876662,7.584296912,0,5.33619e-4
MI,Wayne,26,26163,26163504200,"+42.4081498,-082.9717558",71,23,21.4,13.8,20.1,16.5,6.7,12.4,8.9,5.3,49.6,35.3,84.1,59,81.6,22.4,21.8,45.9,2.764321956,1,17.7,6.63,0.9889,0.4859,0.8891,0.8278,1.088139,0,0.2938,0.8805,0.9537,0.649,0.9556,0,2,0.4192,0,0.9333,0.8726,0.7097,33.9,51.2,1.3,0,73.84,6.9,NA,42,48,10,0.027981044,15,0.257537593,32.9,18,90,45,0.137274536,NA,56.89,54.55,0.39,1.95,NA,0,571.510932227576,52.2438812,1480,0.3,0.04,0.02,0.07,0.08,0.02,0.03,0.003,30,89.3635265670936,NA,30.08729467,NA,0.094483522898798,0.835672823787477,3.129208933,0.065437777,0.464612547792529,0.734995286,0.49872193,8.267,4.333,40.06,0,61.1,0,-3.3e-4,-8.54e-5,0,11649.89382,23962.41742,840383715712,8.862463951,2.107829809,-35.95539856,3.685253859,3.73935914,18,-0.137687949,0,-2.637837648,-0.152078941,44.7876662,7.584296912,0,5.63051e-4
MI,Wayne,26,26163,26163504300,"+42.4055763,-082.9803156",71.3,22.4,20.8,14.1,19.6,16.1,6.6,12.2,8.9,5.5,49.6,35.7,84,59.7,80.8,23,23,47.7,2.511803937,1,17.1,7.66,0.953,0.9646,0.9542,0.8875,1.815706,1.361779,0.544,0.5681,0.9765,0.8769,0.9607,0,2,0.5328,0,0,0.9322,0.7757,34.1,54.1,1.3,0,77.29,6.9,NA,28,41,11,0.056982456,17,0.07733209,34.5,8.5,95,45,0.057453212,NA,47.91,45.8,0.35,1.77,NA,0,1555.58878487096,53.6770096,1280,0.3,0.04,0.02,0.07,0.08,0.02,0.03,0.003,30,92.7498750940801,NA,29.4872028,NA,0.088915829910825,1.54884035213603,3.750717683,0.201833905,0.785859058064191,1.180577327,0.980459332,8.433,4.433,40.06,1,60.3,0,-3.2e-4,-8.65e-5,0,12687.09456,26576.93278,833409573157,8.862463951,2.107829809,-35.95539856,3.685253859,3.73935914,18,-0.137687949,0,-2.637837648,-0.152078941,44.7876662,7.584296912,0,5.55229e-4
MI,Wayne,26,26163,26163504400,"+42.4030542,-082.9892425",69.8,22.4,20.2,14,20,15.8,6.6,11.8,9,5.7,49.8,35.8,84.5,60.9,81.6,22.7,22.6,49.1,2.465425014,1,16.5,8.72,0.9686,0.9571,0.9275,0.7911,1.365188,0,0.3919,0.532,0.9904,0.9552,0.9765,0,2,0.488,0,0.2699,0.9076,0,34.7,58.7,1.3,0,134.93,6.9,NA,29,54,11,0.06904538,7,0.068506804,21.6,20.8,50,60,NA,NA,59.39,56.99,0.58,1.82,NA,0,2915.77989980501,49.7908897,914,0.3,0.04,0.02,0.07,0.08,0.02,0.03,0.003,30,90.8765705914869,NA,28.46440107,NA,0.084193972469846,2.29764854454367,4.477964705,0.442299851,1.36853529879746,2.590727925,1.770568392,8.4,4.554,39.96,2,59.1,0,-3.1e-4,-4.84e-5,0,9798.208921,19752.12813,744123800704,8.862463951,2.107829809,-35.95539856,3.685253859,3.73935914,18,-0.137687949,1.70075e-7,-2.637837648,-0.152078941,44.7876662,7.584296912,0,5.58276e-4
MI,Wayne,26,26163,26163504700,"+42.3941500,-083.0172716",72.3,24,20.2,13.1,22.4,16.1,8,13.5,11,6.6,52.3,37.5,85.1,60.4,79.8,23.1,21.8,46.7,5.629275909,1,17.8,NA,0.9663,0.9861,0.9684,0.9154,6.527415,0,0.704,0.4036,0.9887,0.8348,0.9802,0,3,0.4392,0.4524,0.319,0.9562,0,34.6,49.24,1.3,0.01,120.73,6.9,NA,13,47,13,0.241614512,8,0.705335752,43.4,17.7,95,30,0.413343515,NA,210.25,199.03,2.44,8.78,NA,0,1232.90558423693,NA,1030,0.3,0.04,0.03,0.07,0.09,0.02,0.03,0.004,30,90.882223062447,NA,30.85983113,NA,0.07107852858091,3.56247336024639,7.555903503,1.967246993,1.87061610106001,6.81592679,4.522807662,8.367,4.928,40.01,1,60.9,0,-3.3e-4,-1.28e-4,0,12029.37401,20767.64782,918698269435,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.028e-4
MI,Wayne,26,26163,26163504800,"+42.4089695,-083.0133701",65.9,23.8,20.2,13.8,21.7,15.9,7.2,13.5,10.3,6.1,51.9,37.8,84.2,58.9,80.1,23.1,22.9,46.9,2.725892803,1,17.7,NA,0.8993,0.9921,0.9333,0.9447,2.55102,1.27551,0.185,0.3828,0.9347,0.9292,0.9967,0,3,0,0,0,0.9547,0,35.7,50.6,2.41,0,140.59,6.9,NA,26,37,10,NA,9,0.706597875,43.5,13,55,10,0.273029694,NA,41.31,39.23,0.92,1.17,NA,3,929.805272924428,NA,1320,0.3,0.04,0.03,0.07,0.09,0.02,0.04,0.003,30,87.3003285227767,NA,26.32941813,NA,0.0767810949702195,2.98817076260691,6.093702316,1.423262464,2.24273285929341,7.135530785,4.7840084,8.256,4.8,40,3,62.9,0,-3.3e-4,-1.61e-4,0,8134.923346,7848.233441,588892693465,11.12818843,2.782209992,-36.14339616,3.610475803,3.748856516,17.6666666666667,0.056888959,4.76303e-7,-2.36491348,-0.145312076,40.71711403,7.741833574,0,8.43184e-4
MI,Wayne,26,26163,26163504900,"+42.4263378,-083.0129968",70.4,20.6,19.5,14.9,18.3,15.5,5.9,10.9,8,5.6,47.5,34.5,84.1,62.1,81.8,24.4,24.4,51.6,1.824814251,2,15.7,NA,0.8458,0.9892,0.8632,0.8098,0.8581236,0,0.1286,0.8867,0.7939,0.9661,0.9365,0,3,0.5093,0,0.4325,0.9028,0,31.7,73.27,2.53,0,220.33,6.9,NA,25,41,8,NA,25,0.850931947,42.7,8.9,185,65,0.143237361,NA,15.72,15.09,0.27,0.37,NA,0,1135.16028385656,NA,6250,0.3,0.04,0.03,0.08,0.09,0.02,0.04,0.003,30,93.7585297666609,NA,24.16228419,NA,0.0902506082346725,2.79028910765412,8.877918042,1.285927562,2.5468852910146,5.61154447,5.513612461,8.133,4.594,39.95,1,40.9,0,-3.1e-4,-8.84e-5,0,16450.47325,34632.40826,583563772832,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,3.54436e-6,-2.35912323,-0.145168513,40.63075483,7.745175809,0,7.24736e-4
MI,Wayne,26,26163,26163505000,"+42.4391006,-083.0087283",NA,20.8,21.6,15.3,16.7,16,5.3,10.4,7.1,4.5,42.2,30.5,83.1,59.5,82.8,23.3,23.4,48.2,1.985771433,2,16.4,NA,0.9819,0.9964,0.9754,0.6838,0.9276438,0,0.0814,0.953,0.4113,0.9926,0.9802,0,3,0,0,0.7229,0.9174,0,67.7,90.37,2.19,0,214.81,5.3,NA,32,46,13,0.276276235,33,0.989903212,41.6,20.4,80,15,0.248805864,NA,27.65,27.03,0.32,0.3,NA,1,1606.36664529824,NA,1750,0.3,0.04,0.03,0.07,0.09,0.02,0.04,0.003,30,90.9136406988811,NA,22.20468548,NA,0.094700634526769,3.20685911127265,11.26104219,1.006965794,2.86814562729597,3.171511817,4.979486148,8.2,4.462,39.95,1,75.7,0,-2.8e-4,-2.02e-4,0,6163.31072,12553.391,583563772832,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163505100,"+42.4403465,-083.0179417",77.4,24.7,23.1,13.9,20.1,17,6.9,13.5,9.7,5.5,48,35.1,83.5,56.6,80.4,23.2,21.6,44.7,2.468219681,2,18.6,7.27,0.9785,0.9986,0.8149,0.8907,3.251552,0.2955956,0.4709,0.411,0.9572,0.8319,0.9316,0,3,0.9208,0.5312,0.5553,0.9363,0.7502,32.4,54.8,2.27,0,139.81,5.3,NA,59,58,9,0.374578738,26,1.137973048,52.3,9.9,415,20,0.308968105,NA,39.27,37.26,0.9,1.11,NA,2,1814.67696763472,62.8359718,11000,0.3,0.05,0.03,0.08,0.09,0.02,0.04,0.003,30,92.1517791270029,NA,17.99734985,NA,0.087413736416706,3.27176750184921,11.7608017,1.183602706,3.15350156326102,4.304554885,5.968415916,8.367,4.619,39.91,2,74.7,0,-2.9e-4,-1.95e-4,0,31743.75792,37487.58704,583563772832,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,7.11543e-4
MI,Wayne,26,26163,26163505200,"+42.4138010,-083.0035037",75.2,19.8,19.1,15.1,17.9,15.3,5.8,10.3,7.9,5.5,47.9,34.5,84.4,63,82.1,25.2,24.4,53.2,1.986446232,1,14.6,9.96,0.7794,0.9858,0.891,0.6268,1.022843,0,0.25,0.5609,0.8253,0.9845,0.9596,0,2,0.721,0,0,0.8668,0.7313,32.8,76.9,1.17,0,166.58,6.9,NA,6,47,8,NA,10,0.505437293,30.7,17.3,140,15,0.026733547,NA,15.97,15.58,0.24,0.15,NA,0,1251.84273102271,53.2653198,2910,0.3,0.04,0.02,0.08,0.09,0.02,0.03,0.003,30,93.808320875775,NA,27.11248112,NA,0.084081698455309,2.13313519709119,5.769432402,0.910396749,1.9034920091195,4.886473049,3.905431052,8.1,4.646,39.96,1,63.6,0,-2.9e-4,-1.04e-4,0,14067.51487,33137.08659,640467404732,10.66333462,2.643848861,-36.1048251,3.625817855,3.74690796,18,0.016968034,6.5456e-10,-2.420908744,-0.146700419,41.55226046,7.709512116,0,5.70822e-4
MI,Wayne,26,26163,26163505400,"+42.4186463,-082.9937654",70.9,21.3,21.1,15,17.8,15.8,5.7,11,7.7,4.8,46.5,33.7,83.1,58.5,81.9,23.3,22.4,47.4,1.774444535,2,17.2,8.85,0.9785,0.9981,0.9713,0.6722,2.052545,0.410509,0.2284,0.7128,0.7773,0.9891,0.9307,0,2,0.3136,0.4741,0,0.9181,0.6342,68.1,60.12,1.14,0,151.14,6.9,NA,49,47,13,NA,NA,0.444732946,38.2,10.8,90,20,0.120319606,NA,28.78,27.98,0.6,0.21,NA,0,1495.56827834997,53.1895218,1840,0.3,0.04,0.02,0.07,0.09,0.02,0.04,0.003,30,92.3003749763512,NA,26.95762993,NA,0.091409472074665,1.77332912666028,5.869334894,0.71949894,1.41826822408242,2.443343077,2.791430593,8.133,4.466,39.95,1,64,0,-2.7e-4,-1.61e-4,0,15097.07419,29704.78508,824252348743,9.0076583200000009,2.151046099,-35.96744601,3.680461858,3.73996776,18,-0.125218882,0,-2.620347855,-0.151645301,44.5268131,7.59439233,0,6.13008e-4
MI,Wayne,26,26163,26163505500,"+42.3970633,-083.0014601",71.6,28.1,22.9,13.4,25,16.4,8.9,15.8,12.6,6,55.2,39.4,83.5,53.9,80.7,19.9,18.6,39.4,4.570564281,2,20.3,NA,0.9851,0.992,0.985,0.8747,5.08044,0.84674,0.4395,0.0907,0.995,0.4073,0.9496,0.2767,2,0.3297,0,0.8175,0.9489,0.9674,136.1,37.12,1.3,0.01,118.24,6.9,NA,60,49,12,0.122745013,NA,0.353185409,30,12.4,60,25,0.173281479,NA,261.25,249.86,2.86,8.53,NA,1,4233.10245037387,NA,1070,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.004,30,93.3135921641862,NA,26.68894986,NA,0.0746794148963315,3.54363508010003,5.76660792,1.046452698,2.26530407325301,4.400206792,2.769292367,8.317,4.759,39.97,4,67.8,0,-3.2e-4,-9.79e-5,0,21912.73434,14571.89818,690843885627,10.14468654,2.489476171,-36.06179048,3.642935336,3.744733911,18,-0.027572659,6.78695e-7,-2.483383946,-0.148249426,42.48405251,7.673450323,0,6.80014e-4
MI,Wayne,26,26163,26163506100,"+42.4445674,-083.0320133",70.1,20.9,20.5,14.7,17.5,15.7,5.7,10.9,7.8,5.4,46,33.8,83.7,61.2,81.4,25.1,23,50.9,2.87513362,2,15.6,5.62,0.952,0.9828,0.9487,0.6896,0,0,0.153,0.9025,0.8058,0.9895,0.9285,0,3,0,0,0.4495,0.8431,0,32.2,81.04,2.53,0,169.26,5.3,NA,43,43,9,0.190310705,8,1.210722262,40.4,8.7,70,35,0.416841198,NA,34.59,33.05,0.59,0.95,NA,1,2619.38631315064,51.7853012,3990,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.003,30,96.5895205442947,NA,9.028610563,NA,0.085394029586185,3.4685544692818,12.77114658,1.220878254,4.77399336610242,5.053650999,6.963210464,8.483,4.571,39.91,0,74.1,0,-3.1e-4,-1.16e-4,0,23498.8835,18899.02817,583563772832,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.52171e-4
MI,Wayne,26,26163,26163506200,"+42.4374798,-083.0316910",72,21,20.4,14.8,18,15.9,5.9,11.3,8.1,5.2,47.9,34.6,83.7,59.6,81.8,25,22.5,49.5,2.431339459,2,16.4,5.95,0.9686,0.9929,0.9178,0.7872,0.9569378,0.4784689,0.3272,0.8975,0.7978,0.9486,0.9521,0,3,0.3451,0,0,0.8842,0,32,77.45,2.53,0,152.85,6.9,NA,59,49,8,0.001008079,15,0.925898682,51.7,11.7,85,4,0.185703765,NA,19.54,18.66,0.32,0.56,NA,0,1530.39811905709,53.8949699,4760,0.3,0.04,0.03,0.08,0.09,0.02,0.04,0.003,30,96.1291098754942,NA,11.45452662,NA,0.083369172425386,3.22962884797618,11.03854151,1.32075814,3.4829000547742,6.305876645,7.372975683,8.367,4.679,39.96,0,76.3,0,-2.9e-4,-1.02e-4,0,13411.19153,22579.16754,583563772832,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.60091e-4
MI,Wayne,26,26163,26163506300,"+42.4265859,-083.0313176",69.3,21.8,20.8,14.4,18.8,16.1,6.3,11.8,8.9,5.5,45.2,33.1,83.8,60.2,80.6,24,22.9,48.3,2.584970452,2,17.2,6.74,0.9682,0.9973,0.9529,0.8897,2.568053,0,0.2236,0.7239,0.8647,0.9188,0.9547,0,3,0,0.631,0.513,0.9224,0.6845,32.8,79.16,1.97,0,201.35,6.9,NA,32,40,12,NA,15,0.993891524,39.6,7.3,85,45,0.305167799,NA,24.11,22.96,0.41,0.74,NA,2,989.999189051119,51.705761,3080,0.3,0.04,0.03,0.08,0.09,0.02,0.04,0.003,30,91.7526574464166,NA,18.64835619,NA,0.079580900598485,3.44206671150308,8.414811777,1.626365496,3.68452124205761,8.522183267,7.025854869,8.333,4.681,40.01,2,75.4,0,-3.2e-4,-9.29e-5,0,29090.81382,23320.92797,583563772832,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,3.7544e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.84754e-4
MI,Wayne,26,26163,26163506400,"+42.4225996,-083.0523153",72.1,19.4,19,21.7,15.2,12.2,4.7,9.8,7.8,4,43.2,32.3,77.3,55.5,79.1,23.9,23,46.3,3.55234741,2,19.6,5.46,0.9617,0.9637,0.9948,0.8747,0.4732608,0,0.0878,0.251,0.7101,0.9292,0.821,0,3,0,0,0.9486,0.9616,0.9906,68.5,38.32,1.41,0.01,214.1,6.9,NA,34,42,11,NA,6,0.792015263,36.2,7.2,90,4,0.642248432,0.059773829,55.62,55.01,0.36,0.25,NA,4,596.800244458183,50.4850311,3890,0.3,0.04,0.03,0.08,0.1,0.02,0.04,0.004,30,86.0958539162671,NA,22.90343848,NA,0.066437257090811,2.07661050384206,5.978694238,1.492264076,7.25104592507023,11.24299366,6.959776449,8.4,4.77,39.92,2,69.3,0,-3e-4,-1.37e-4,0,15740.00615,30584.63586,583563772832,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,3.99543e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.69516e-4
MI,Wayne,26,26163,26163506500,"+42.4298760,-083.0459797",71.2,23.9,20.7,13.4,21.6,16.1,7.7,13.3,10.6,6.3,51.8,37.1,84.5,58.2,80.1,22.8,21.4,46.2,3.133510089,2,18,5.13,0.952,0.9981,0.9487,0.8961,0.4438527,0.4438527,0.2451,0.5903,0.6531,0.9504,0.9904,0.6055,3,0,0,0.627,0.8656,0,33,70.03,2.52,0,202.9,6.9,NA,46,45,11,NA,8,0.847860163,49.7,6.1,60,100,0.393969953,NA,13.78,13.35,0.16,0.27,NA,0,1234.41007406282,49.4715309,2060,0.3,0.04,0.03,0.08,0.1,0.02,0.04,0.004,30,94.0044133373415,NA,16.31833391,NA,0.073255492668444,3.1292556199494,7.720465183,1.422208796,3.5668443104674,9.211437893,7.626995881,8.429,4.723,39.97,2,60.9,0,-3.2e-4,-8.84e-5,0,11315.34442,22280.4568,583563772832,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.56509e-4
MI,Wayne,26,26163,26163506600,"+42.4370474,-083.0485200",71.9,22.5,20.5,13.9,19.9,16.1,6.8,12.2,9.4,6,49,35.4,84.5,61,80.9,24.2,22.4,48.6,2.88822031,2,16.7,4.28,0.9663,0.9967,0.8163,0.882,1.29408,0,0.2135,0.8625,0.8356,0.9578,0.967,0.4516,3,0.2726,0,0.7604,0.9452,0,33.1,77.83,2.53,0,146.46,6.9,NA,19,47,9,NA,0,0.707784082,50.4,4.8,240,65,0.264055158,NA,15.05,14.55,0.22,0.29,NA,0,1298.48359978516,50.5259209,3450,0.3,0.04,0.03,0.08,0.1,0.02,0.04,0.004,30,96.9469845173023,NA,11.23785646,NA,0.0744674251742645,2.83657213360811,9.306983812,1.171934018,3.11359825602075,7.687597898,7.62280253,8.45,4.676,39.9,2,61.6,0,-3e-4,-1.52e-4,0,16982.00999,32037.3936,583563772832,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.93062e-4
MI,Wayne,26,26163,26163506700,"+42.4441868,-083.0465810",72.9,17,16.8,15.5,15.9,14.3,5,9,6.9,5.7,47.1,34.6,84.4,65.3,82.6,27.5,25.6,58.2,2.762967825,2,13.7,4.06,0.7392,0.8969,0.7937,0.4846,2.854424,0,0.631,0.6187,0.9082,0.9019,0.9441,0,3,0,0,0.6049,0.1283,0.5828,30.2,86.61,2.53,0,137.56,5.3,NA,43,51,7,NA,0,0.980407864,37.7,3.9,25,25,0.371784877,NA,64.89,62.66,1.01,1.22,NA,0,2433.09579733693,50.3281288,2670,0.3,0.04,0.03,0.08,0.1,0.03,0.04,0.004,30,92.5319719050019,NA,8.45729928,NA,0.075148426310012,3.14183233710087,11.73832226,1.112372559,2.86795387986665,6.726792773,7.3789958,8.567,4.589,39.86,1,68.7,0,-3.1e-4,-7.23e-5,0,8947.272828,12111.435160000001,583563772832,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,1.50126e-8,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.53806e-4
